Row,Warehouse_1,Warehouse_2
PL001,23.0546242230876,83.1736527008846
PL002,23.1229688955462,83.338255390236
PL003,24.9372457524121,83.9976351453966
PL004,23.7510153157158,83.9204533936433
PL005,24.4515378428446,84.3681361926547
PL006,24.028902776877,83.3798530274118
PL007,24.6894790097695,84.9724321486937
PL008,26.1071225805681,85.2565633393832
PL009,23.3742161629953,82.8420806933908
PL010,24.3232218382053,84.3692837529547
PL011,25.2606372718837,84.9874580668918
PL012,24.0262841881519,83.9871226717693
PL013,23.6171313562329,84.0308361222423
PL014,25.7824775390772,85.1447803991993
PL015,25.1340638628318,84.8199206091214
PL016,23.4902187414906,83.867844211208
PL017,23.9531224166554,84.6176582526995
PL018,24.4013805753546,82.6057234740915
PL019,24.9184555713858,84.5476223066124
PL020,24.4229600017254,84.0860369860529
PL021,22.6311423258527,82.523173386471
PL022,24.2848088441234,82.4949766300899
PL023,23.1268449860987,83.4958479362147
PL024,23.9244300893467,84.4918813672602
PL025,25.7400097575525,84.5547597998252
PL026,24.9466281934607,84.7032683961257
PL027,23.8641882196159,82.7080599690281
PL028,24.3880841813945,85.0179078057051
PL029,23.9839356718805,83.0801962187006
PL030,22.787149689421,82.5388781885158
PL031,24.2407959985694,84.3462224606658
PL032,23.216052348977,83.0923495617702
PL033,25.1432071121442,84.6139494121449
PL034,23.6502862167034,83.3397911974682
PL035,25.8069927916289,84.4058153202258
PL036,24.1599969041485,84.5031723550347
PL037,24.8118712566157,82.8700461621868
PL038,24.0185508094793,82.3153954591997
PL039,22.598278600962,82.4827684537241
PL040,24.4312596882435,84.2512334101223
PL041,25.501389106917,85.104535234929
PL042,24.5472134883048,83.8871956535083
PL043,25.5708315401128,84.1556448677464
PL044,22.5781233300203,82.6618064076927
PL045,24.5240388723218,83.8404293404807
PL046,22.5765597347865,82.6102082422349
PL047,23.3221384170021,83.4771752373249
PL048,23.5886447910974,83.1075527235902
PL049,22.4109099543631,82.4090372040143
PL050,23.3633160429352,82.7022688234303
PL051,25.1605629800155,84.4743082969146
PL052,24.4607816026448,83.4758911266454
PL053,24.3458070630706,83.4694113169579
PL054,23.6123938896504,83.5872892806854
PL055,25.2124045971095,83.6101017503081
PL056,22.9604112549655,82.5178612842425
PL057,24.6059030855739,84.6891849407362
PL058,25.2409093057239,84.0877986276413
PL059,25.4620263413404,84.6957438642863
PL060,24.8408165011109,84.5522907724141
PL061,24.8180240606815,84.982047992543
PL062,24.0377211471822,84.7459975628959
PL063,23.3169579499639,83.0809339583201
PL064,23.6361923013901,82.9435885967289
PL065,24.0485769364594,84.394632377686
PL066,25.5243041005434,84.5679502434122
PL067,25.7049120346342,85.0795921449259
PL068,24.2092403946767,84.5585512551302
PL069,23.0819300042919,82.5201449095786
PL070,24.4546255307461,83.1157114773834
PL071,24.7393641070969,82.8807108293621
PL072,25.7135958639605,84.6965440264591
PL073,24.1939104375885,82.6251976376738
PL074,23.5711647231777,82.5570214205212
PL075,24.1277689955944,82.4533182713111
PL076,22.855364615003,82.263155365895
PL077,25.4969585191695,83.9457583515673
PL078,23.7822968951146,82.5307541040355
PL079,24.7845223654549,84.4713607181434
PL080,25.9217158096971,84.5714225636446
PL081,24.9484354644918,84.9000599686221
PL082,25.1162837045625,83.8562577962846
PL083,25.3663392523025,84.8502527707959
PL084,23.842829925509,83.5001007523368
PL085,22.9431997340394,82.5790724757261
PL086,24.0273616694684,83.5175319521495
PL087,25.8966790138683,85.245574275597
PL088,25.2081593915074,83.7738205950124
PL089,24.7513240314437,83.0489450011158
PL090,24.2455759918361,83.0104827231039
PL091,24.0073535722809,83.8059784715863
PL092,25.756375153818,84.3170973374258
PL093,24.6284715035936,83.2767829049274
PL094,22.3799517469218,82.2433082695032
PL095,23.2373767569207,83.467928077185
PL096,24.5141688528,84.7209405849499
PL097,24.8322415959942,83.9889289401951
PL098,23.9508614532386,83.2504932892952
PL099,23.8488725079959,83.806186729615
PL100,24.8835866317348,84.915283653959
PL101,23.987554089091,83.6523137346442
PL102,24.2769748217971,82.7587811299865
PL103,25.0338968906408,83.9211135278755
PL104,25.5391044142842,85.1855856113961
PL105,22.8996634371933,83.0334157971413
PL106,23.9841407128697,84.61780177477
PL107,23.3403770738788,83.0540880283005
PL108,23.098594734385,82.6746076026666
PL109,23.2748825420993,82.2904686527509
PL110,24.9374184606538,83.0523420728649
PL111,23.7312926162735,83.2213144534656
PL112,22.8063422667116,82.5698882095485
PL113,23.307663545533,83.0423136582579
PL114,23.4092552731059,82.2144442229024
PL115,25.2958688548099,85.2597180855743
PL116,24.8674012507186,84.6575718643207
PL117,24.6295924154381,82.5550797693925
PL118,25.4128894072543,84.9074684888245
PL119,24.1581122313376,83.857847850935
PL120,23.3859877830495,83.3934677987393
PL121,24.8720977810162,81.2194760051438
PL122,20.5534247845509,80.3794692603338
PL123,22.7127245565174,76.8105086016394
PL124,22.7473014570036,79.4329968559999
PL125,23.8097299749059,84.9190849047494
PL126,24.6800098553114,85.5042482376856
PL127,23.5593736064634,80.161461585389
PL128,22.4281136370318,77.7421354743459
PL129,20.2511841948091,79.1147444503347
PL130,16.708438376936,78.8254980463864
PL131,20.5018708836805,77.0254952598495
PL132,27.1469345899083,86.2508397033831
PL133,23.2466837721341,81.1422635685438
PL134,18.6709288205048,76.7252979976141
PL135,23.8515508994064,78.4470994374301
PL136,22.6250001789239,85.3643701647805
PL137,23.472946110909,79.2236783238303
PL138,22.1808734372574,82.5715873000292
PL139,23.8406229059923,85.1440356808088
PL140,24.2471286301995,86.0581258944064
PL141,19.2734534805021,80.1611136291245
PL142,23.8819670977787,80.2180859121676
PL143,20.881614535552,77.4018496803883
PL144,16.4712359898407,78.5413920425825
PL145,21.8527921283038,81.6720215025283
PL146,27.2295587647065,85.8445323522761
PL147,17.6068879972937,79.3703496300108
PL148,26.0438310600451,84.8026827047627
PL149,20.1046733920284,83.1686065622838
PL150,20.577389251579,83.4687951315181
PL151,27.1429104948252,85.727204532631
PL152,15.9493817808117,75.6660749629853
PL153,19.7156926593894,77.4799940629905
PL154,23.8047218766914,80.2613839087465
PL155,19.963774064775,82.6807155970278
PL156,22.5917574646482,80.9104237797907
PL157,23.0741383249327,81.4830798233527
PL158,21.033298623066,79.1507498251822
PL159,23.8159527373871,84.2960089264662
PL160,21.1946858641947,78.9210736859592
PL161,21.086739504539,80.0683879140299
PL162,23.0389743214387,77.1541472533736
PL163,25.8799610500179,84.3676646034463
PL164,16.8065105593262,79.3764043672842
PL165,20.2318241183613,76.3284895058817
PL166,21.6913767317881,76.4919461926339
PL167,24.822541184698,85.7492262873342
PL168,24.6888879580567,80.1307122397601
PL169,24.7754642715134,84.3107221141864
PL170,27.8688159535791,85.7016982233799
PL171,18.2293966776988,80.2243901673509
PL172,20.2204626711132,81.681464175203
